city,country,longitude,latitude,sqm,total_rooms,max_guests,has_wifi,has_pool,distance_to_center,distance_to_sea,typeOfRental,nombre_etoiles,rental_rent
Chicago,USA,-87.63707302212678,41.83034661347636,25,1,3,1,0,8.93,1.82,DAILY,1,99669735202799456
Paris,France,2.31416291764701,48.83543899158259,41,1,2,0,0,2.13,1.57,DAILY,3,161392732706937696
Paris,France,2.3088611594742985,48.879773784044275,152,5,10,0,1,11.32,10.57,DAILY,1,252033192944779008
Valencia,Spain,-0.4077858802095159,39.42406657525643,87,2,5,0,0,14.2,6.98,DAILY,2,102080500719153552
Madrid,Spain,-3.6682049713054035,40.461102900043606,159,5,12,0,1,6.94,13.94,DAILY,2,204740398787295872
Paris,France,2.334909919922228,48.82757604581199,175,6,13,0,0,13.57,19.38,DAILY,2,262099388899932512
Lyon,France,4.809622618114085,45.78505998746867,159,4,7,0,1,10.1,1.13,DAILY,2,228546692627669440
Valencia,Spain,-0.3366441964544623,39.50552794782843,20,1,3,1,0,6.51,0.34,DAILY,1,61341925524356960
Valencia,Spain,-0.3567285623528267,39.423052948706044,88,3,8,1,1,13.01,12.03,DAILY,1,140966130915598704
Valencia,Spain,-0.35690776409242453,39.45979218092417,49,1,3,0,0,8.39,12.95,DAILY,4,150546965850079872
Madrid,Spain,-3.6704820734019963,40.39033636186258,122,3,6,1,1,4.25,6.38,DAILY,3,214807172673661504
Paris,France,2.363889270534974,48.8649050994309,69,2,5,1,1,9.82,15.71,DAILY,1,174490569117200640
Marrakech,Morocco,-7.940432151121593,31.642210935271056,129,3,6,0,1,9.37,5.69,DAILY,1,44970422254863984
Barcelona,Spain,2.222193565994103,41.403649734584924,36,2,3,1,0,6.43,17.18,DAILY,2,98131879527522192
Madrid,Spain,-3.6719307825282406,40.39282753467351,115,3,8,1,1,3.58,11.37,DAILY,4,252981523715402656
Marseille,France,5.400857713323483,43.25099251629318,152,5,11,0,0,9.11,14.34,DAILY,3,225730832323766592
Lyon,France,4.798996878118488,45.72856827882539,87,2,5,1,0,0.97,11.04,DAILY,5,246220430252363904
Nice,France,7.216711654912041,43.73838153685619,17,1,1,1,0,3.76,1.97,DAILY,5,198634069374067392
Marrakech,Morocco,-7.999889058118035,31.638283824834428,95,3,5,0,1,6.71,3.78,DAILY,3,65336371081471504
Casablanca,Morocco,-7.590742420193314,33.5458592033861,65,2,4,0,1,0.88,1.77,DAILY,1,43972727115531488
Dubai,UAE,55.22351855751299,25.237809018860986,33,1,1,0,0,12.55,6.3,DAILY,1,68147483427982064
Tangier,Morocco,-5.8688684773476565,35.73975700576663,148,4,8,0,0,8.24,1.74,DAILY,4,75185998828489680
Abu Dhabi,UAE,54.410229129987385,24.475758366835787,94,3,5,0,0,10.56,13.54,DAILY,3,205779875665904352
Los Angeles,USA,-118.21300420267949,34.08115567524456,76,3,8,1,0,1.46,14.31,DAILY,5,374106700840562304
Sevilla,Spain,-5.9834771740976045,37.41462903324444,25,1,4,0,0,5.71,4.7,DAILY,3,122490895571782096
Rabat,Morocco,-6.880009938345426,34.01802820144963,184,5,9,1,1,3.21,4.26,DAILY,5,101655137774512496
Rabat,Morocco,-6.796959983136982,33.99155361933828,196,6,11,1,0,9.31,8.3,DAILY,2,57447545864427856
Casablanca,Morocco,-7.632833405315883,33.56503727070632,91,3,5,0,1,1.12,4.93,DAILY,5,80891563532902256
Valencia,Spain,-0.3389418756127834,39.43031995243689,27,1,1,0,0,0.45,14.18,DAILY,1,41967405144955216
Paris,France,2.35749722137781,48.84564004585889,62,2,3,1,0,8.25,5.44,DAILY,5,228526752404810176
Valencia,Spain,-0.39210953056097025,39.51209889633505,100,3,6,0,1,4.42,1.51,DAILY,2,190119051206743584
Casablanca,Morocco,-7.58804841756738,33.52427894238097,122,3,6,0,1,12.2,16.05,DAILY,4,74451788877811904
Chicago,USA,-87.67521241258738,41.902283531474865,27,1,3,1,0,2.94,6.0,DAILY,4,230044488187326880
Sevilla,Spain,-5.964048856400639,37.41271604398517,101,2,3,0,1,13.15,9.21,DAILY,1,109899293072126176
Los Angeles,USA,-118.2565904158493,34.07756418606442,31,1,4,1,0,14.95,15.41,DAILY,1,112306892960866496
Barcelona,Spain,2.200706002103665,41.39716235670824,70,3,7,0,1,9.8,18.5,DAILY,1,144559020902919680
Rabat,Morocco,-6.867956986405452,33.98708815822732,138,4,9,1,1,1.79,15.58,DAILY,3,82817773537720608
Marseille,France,5.368012890472498,43.313307562037984,173,4,9,0,0,8.3,11.43,DAILY,5,285899675873194688
Casablanca,Morocco,-7.624201433544987,33.6191439823125,55,1,1,0,1,3.41,7.65,DAILY,1,30908691850233096
New York,USA,-74.03333662366977,40.70320105059329,148,4,8,0,1,11.15,19.22,DAILY,5,489194816274346880
Miami,USA,-80.16737421199839,25.763242206588927,62,1,1,1,0,4.97,9.77,DAILY,3,199628282715845952
Dubai,UAE,55.25957466001709,25.244745669139675,50,1,1,1,0,5.77,7.18,DAILY,3,185298127829758976
Abu Dhabi,UAE,54.39919027344721,24.411778333835894,96,3,5,0,1,2.6,10.84,DAILY,3,315103968605134016
Dubai,UAE,55.2273589367091,25.233342227643774,17,1,2,0,0,5.89,3.77,DAILY,5,257122094668469472
Dubai,UAE,55.27862547736844,25.21321408315688,90,3,8,0,0,10.69,6.15,DAILY,2,221150561682268160
Barcelona,Spain,2.200899630626702,41.33648739215085,41,1,1,0,0,2.28,10.76,DAILY,1,51199377123708944
Sevilla,Spain,-5.998622802842311,37.34815610932444,155,4,8,1,0,4.08,4.76,DAILY,4,185072007530241408
Abu Dhabi,UAE,54.329645933465166,24.467662692631023,81,2,3,0,0,5.47,19.05,DAILY,3,194930766608783232
Barcelona,Spain,2.139198451220002,41.336734562375455,158,4,10,0,1,6.47,8.92,DAILY,3,222718665111865664
Los Angeles,USA,-118.20732228881054,34.0865665975987,168,5,10,1,0,10.2,9.35,DAILY,3,337601272436057344
Miami,USA,-80.17346714588453,25.72635732448365,32,1,4,0,0,9.17,16.86,DAILY,2,145259677998586176
Miami,USA,-80.21405537539538,25.747984918404995,196,5,12,1,0,4.29,6.67,DAILY,4,388768736208804288
Barcelona,Spain,2.1551608775304594,41.41904453721204,82,3,6,0,1,7.4,18.34,DAILY,1,121324575699576032
Dubai,UAE,55.313180307171635,25.20107072117755,102,3,8,1,0,6.81,7.73,DAILY,1,168780164448252864
Marseille,France,5.329283611395088,43.29045017589199,112,3,6,1,0,0.71,2.97,DAILY,4,224772886870809184
Los Angeles,USA,-118.23845932475278,34.030711629454785,38,1,2,1,0,4.86,12.01,DAILY,4,251675435689853440
Tangier,Morocco,-5.790632153999552,35.7120204073705,190,6,13,1,1,3.99,16.12,DAILY,4,88143564047555360
Paris,France,2.3042089431917407,48.81983061923321,123,4,7,0,1,10.4,17.91,DAILY,3,281199184924584576
Madrid,Spain,-3.666766081682387,40.43765679616854,36,2,6,1,0,6.54,16.75,DAILY,2,110004114073595136
Abu Dhabi,UAE,54.32927236058896,24.414828079660587,124,4,7,0,1,5.68,6.11,DAILY,5,423075282262927488
Rabat,Morocco,-6.819472063929037,34.00604234475283,26,1,3,0,0,5.15,3.71,DAILY,2,26145396611356724
Dubai,UAE,55.249991578403574,25.186678980502798,85,3,6,1,1,10.14,3.99,DAILY,4,361265174246421888
Sevilla,Spain,-6.0270323502035,37.35381982623977,149,4,7,0,0,5.08,4.61,DAILY,2,126034908001822848
Marseille,France,5.4097404620252005,43.32727343598926,105,4,10,0,0,11.69,12.99,DAILY,3,219672890930778144
Madrid,Spain,-3.658868829114283,40.397061971948794,21,1,3,1,0,3.03,2.33,DAILY,3,118377646040686816
Marseille,France,5.374466739833472,43.30464391175345,82,2,5,0,0,12.22,14.98,DAILY,5,208832608505044992
Dubai,UAE,55.25556661138151,25.176411109857376,170,5,12,1,1,4.44,17.86,DAILY,4,479130759185237184
Los Angeles,USA,-118.28150650496781,34.072784970273375,111,3,6,0,0,0.14,9.9,DAILY,4,340546262048158464
Abu Dhabi,UAE,54.41874632676271,24.4563890844463,159,5,10,1,1,2.18,6.92,DAILY,3,384246791321494400
Sevilla,Spain,-5.955872326149375,37.386558258160804,155,4,9,0,1,5.07,6.44,DAILY,4,251319029390669632
Casablanca,Morocco,-7.594509840561711,33.6144083721362,66,1,2,1,0,11.4,1.86,DAILY,2,34168292560200936
Paris,France,2.3952003562382953,48.88926219958577,178,6,11,0,0,9.6,13.98,DAILY,4,329312848120362240
Rabat,Morocco,-6.832112628002339,33.989577863293256,20,1,2,0,0,10.87,16.36,DAILY,4,44601549708499184
Nice,France,7.229106661985863,43.71429842994113,25,1,2,1,0,1.86,14.52,DAILY,1,68190220093260728
Miami,USA,-80.21645903066313,25.715493337409235,157,4,7,0,1,5.34,16.08,DAILY,4,378583476839891008
Tangier,Morocco,-5.801829054386226,35.770509113879,144,4,7,0,0,0.4,11.15,DAILY,2,49004778359589936
Sevilla,Spain,-6.016071516864452,37.41903273657808,84,2,6,0,0,7.1,14.83,DAILY,1,80331071188747936
Marrakech,Morocco,-7.973981660282519,31.672970592802503,132,4,9,1,0,4.26,16.65,DAILY,4,74423012494280704
Tangier,Morocco,-5.804557843118008,35.799836622376766,45,1,3,0,0,14.84,19.26,DAILY,5,60960048244289544
Sevilla,Spain,-5.95344818973154,37.36311857688886,132,3,8,1,1,14.9,10.82,DAILY,3,220809594773381504
Dubai,UAE,55.24324827645833,25.159753072233514,176,6,12,0,1,14.33,1.5,DAILY,5,530326418681631104
Tangier,Morocco,-5.866369903892327,35.71111972780984,162,5,10,0,1,14.87,13.38,DAILY,3,75138455479737040
Rabat,Morocco,-6.885046563685112,34.03242539925796,197,5,9,1,0,12.5,1.8,DAILY,3,68161864036673848
Barcelona,Spain,2.1275034146452727,41.36360182356066,169,5,10,0,1,14.36,4.64,DAILY,4,282924214736754816
Rabat,Morocco,-6.801973400658138,34.055326309640215,164,4,8,1,1,7.66,3.15,DAILY,2,60110564764327440
Tangier,Morocco,-5.8504655744141765,35.75536404867634,98,2,6,0,0,5.53,0.55,DAILY,1,39005485246292816
Dubai,UAE,55.269897458599445,25.20739583337336,161,4,8,0,1,4.5,19.94,DAILY,5,414412072590218432
Madrid,Spain,-3.7443686632142614,40.44145853000207,68,2,5,1,0,8.52,11.73,DAILY,5,192941074269018944
Paris,France,2.3584183697952117,48.84346887131603,127,4,8,0,1,14.39,19.38,DAILY,5,356720593349743872
Sevilla,Spain,-5.989536887678588,37.359600309453796,84,2,3,1,0,5.47,13.26,DAILY,1,73127800159552912
New York,USA,-74.04135825921064,40.727649406376585,197,5,10,0,0,2.37,3.52,DAILY,3,452656776192797440
Marrakech,Morocco,-7.971079439589355,31.6096608887538,84,2,4,1,1,2.72,15.21,DAILY,3,65170225296161120
Nice,France,7.228053833345358,43.68034181259764,87,3,6,1,1,14.91,10.7,DAILY,5,327911192479605952
Lyon,France,4.8067388342790895,45.74387870722849,98,3,5,0,0,4.82,12.08,DAILY,5,220611222521066336
Casablanca,Morocco,-7.591001447083471,33.600117307534695,72,3,6,0,1,4.68,11.44,DAILY,5,75561644285697008
Madrid,Spain,-3.7201786609215404,40.417790439399624,150,5,9,0,1,8.42,13.92,DAILY,2,178992918561464128
Chicago,USA,-87.60877355723856,41.885314335111424,103,3,6,1,1,14.6,8.74,DAILY,5,365075998567016256
Marrakech,Morocco,-7.958486756492556,31.647044563723274,134,3,6,1,0,6.56,8.19,DAILY,5,75038133209699568
Abu Dhabi,UAE,54.35596307534787,24.45856487624976,114,4,8,0,0,13.38,3.62,DAILY,4,314383690446239040
Nice,France,7.2758415224977595,43.726852753697294,86,3,5,0,1,1.91,6.9,DAILY,5,329068535008879104
Valencia,Spain,-0.4164055508128697,39.482520205388695,198,5,12,1,1,13.86,12.0,DAILY,3,234967229209920128
Sevilla,Spain,-5.995559048727879,37.34973747276113,174,5,12,0,1,11.87,19.86,DAILY,5,289461733016609984
Dubai,UAE,55.23257338635761,25.230697403030746,196,5,9,0,1,9.17,2.78,DAILY,3,423628593685586304
Chicago,USA,-87.62372641474127,41.84232142644548,71,2,5,0,1,6.32,8.6,DAILY,5,363297444073695296
Madrid,Spain,-3.673709775842614,40.410669093963904,89,2,6,0,1,9.23,18.67,DAILY,1,124867808796239760
Abu Dhabi,UAE,54.39045975570789,24.503357546636433,85,2,6,1,0,14.87,19.8,DAILY,3,247489990624796032
Abu Dhabi,UAE,54.40238125763435,24.41151699194325,143,5,9,0,0,6.57,15.7,DAILY,4,303579985023136192
Los Angeles,USA,-118.20675903526353,34.09148046377118,197,6,14,1,1,4.44,4.44,DAILY,2,475074386360526592
Abu Dhabi,UAE,54.365155572591625,24.457127743963696,146,5,9,1,1,10.93,11.84,DAILY,2,311310191098313536
Los Angeles,USA,-118.23192169238807,34.0166679080395,43,1,4,1,0,13.62,16.66,DAILY,2,154835152043500000
Los Angeles,USA,-118.23027847384172,34.045256155398334,148,5,10,1,0,9.44,16.52,DAILY,2,285402746504035808
Lyon,France,4.882713188653678,45.783688932199084,52,1,3,1,0,9.28,7.75,DAILY,5,203354073035494688
Paris,France,2.344198777098319,48.881068516256455,185,6,12,1,0,12.99,14.25,DAILY,5,351741836312958400
Los Angeles,USA,-118.27171999251959,34.042865542401195,58,2,5,1,1,10.39,13.05,DAILY,4,347600924629840320
Marrakech,Morocco,-7.932634685443135,31.606185282095474,161,4,10,0,0,5.53,9.03,DAILY,5,81026058741948896
Valencia,Spain,-0.37424840019735695,39.44550166599825,74,2,5,1,1,10.75,10.0,DAILY,5,224998245163333792
Dubai,UAE,55.290155195181846,25.245308779316343,195,5,11,0,1,10.73,4.44,DAILY,2,378036015429816256
Casablanca,Morocco,-7.59880646095273,33.60525777180777,15,1,1,1,0,6.28,1.89,DAILY,5,57832383113366008
Rabat,Morocco,-6.7979916425662665,34.06604947157075,131,4,9,1,1,3.74,19.52,DAILY,2,60695136558342008
Sevilla,Spain,-5.955905956626497,37.39588386052657,125,4,8,0,0,8.81,15.48,DAILY,5,190204143061164128
Sevilla,Spain,-5.99619333680222,37.39799284928718,100,2,5,0,1,3.23,16.82,DAILY,1,119142797842797104
Sevilla,Spain,-5.984596852089867,37.360252307063284,34,1,1,1,0,11.17,16.91,DAILY,4,131974924243814928
Abu Dhabi,UAE,54.338104301158324,24.423869836280936,97,2,4,0,1,2.98,5.7,DAILY,2,236434670092457248
Sevilla,Spain,-5.950636380778889,37.42836186634118,177,5,11,1,1,8.06,10.68,DAILY,5,312147272361292608
Barcelona,Spain,2.20946870966547,41.39419879541819,121,4,9,1,1,4.98,19.1,DAILY,1,156234687157614848
Valencia,Spain,-0.3863537639231272,39.46942833596079,83,3,8,0,0,1.05,7.66,DAILY,5,210568953026937120
Abu Dhabi,UAE,54.36283375467951,24.454999525115003,47,2,5,0,0,2.31,1.9,DAILY,3,216445071375790624
Marrakech,Morocco,-7.960949847622375,31.62548289888754,115,3,6,0,1,13.37,14.91,DAILY,1,45050582103935912
Los Angeles,USA,-118.19587206210296,34.00360124623761,191,5,12,1,0,10.11,9.66,DAILY,5,456359347538564160
Casablanca,Morocco,-7.615341102023154,33.5386237973954,176,6,14,1,0,11.43,6.9,DAILY,3,72104165773793008
Chicago,USA,-87.63075873414367,41.874932251904006,132,4,8,1,1,7.59,9.62,DAILY,3,309437535616922368
Valencia,Spain,-0.3766445170759678,39.49079658266745,196,5,10,0,0,11.07,6.41,DAILY,2,143655713518180704
Marseille,France,5.396237522969006,43.27464373162583,150,4,9,0,1,5.89,11.0,DAILY,1,178515047049417440
Dubai,UAE,55.30515293924774,25.192403053868805,140,5,10,1,1,9.51,14.15,DAILY,3,387994658101674048
Tangier,Morocco,-5.801936332481209,35.76321957343495,45,2,4,1,0,14.03,12.33,DAILY,3,41598441994021576
Rabat,Morocco,-6.87854511067762,33.97295685581659,20,1,3,0,0,9.56,8.63,DAILY,3,40501962964199888
Lyon,France,4.833951177250341,45.75982620121981,96,2,6,0,0,1.0,5.28,DAILY,1,115387179470129184
Lyon,France,4.880739067544272,45.80147842040767,148,4,9,1,0,11.19,3.21,DAILY,4,286009421191468768
Madrid,Spain,-3.65398759939975,40.39514193765625,184,5,9,1,0,4.34,1.83,DAILY,1,162094691711005952
Miami,USA,-80.19851031677274,25.75592392507681,52,2,3,1,1,12.78,0.3,DAILY,4,330913460911548992
Miami,USA,-80.23045032813054,25.759526732065922,65,2,4,0,1,9.98,5.59,DAILY,4,327626689209153088
Barcelona,Spain,2.137581614789612,41.34350404821072,108,4,7,0,0,5.66,8.61,DAILY,3,157855434250823392
Sevilla,Spain,-5.967737249037583,37.35080369026446,96,2,3,0,0,0.81,6.83,DAILY,1,75647547488295120
Valencia,Spain,-0.40286228195039353,39.42007133311042,89,3,6,0,0,5.38,9.68,DAILY,3,141786691001875440
Abu Dhabi,UAE,54.390065806518464,24.433404075098103,66,1,1,0,0,3.13,14.02,DAILY,2,124283627707616560
Lyon,France,4.881131791958943,45.767125367784566,38,2,3,1,0,0.75,14.5,DAILY,1,72781929441113056
Casablanca,Morocco,-7.587057838932896,33.58453733753282,117,4,8,1,1,5.81,5.92,DAILY,5,89569059288727760
Lyon,France,4.876375109762482,45.7960459839924,187,6,11,1,0,7.23,2.54,DAILY,4,267414100565264448
Barcelona,Spain,2.179842090286508,41.41421525183971,35,2,4,1,0,14.26,11.28,DAILY,1,62427262166575024
New York,USA,-74.0433439330264,40.71053738523703,127,3,5,0,1,0.85,2.95,DAILY,4,434571631395111488
Tangier,Morocco,-5.831672698981448,35.77777863797821,55,1,3,0,1,9.09,5.91,DAILY,2,48407564843993008
Tangier,Morocco,-5.814197552776071,35.727889424133885,63,2,6,1,1,11.08,17.91,DAILY,5,80825531847045120
Lyon,France,4.851111271057766,45.79451047880408,187,5,10,0,0,3.53,14.8,DAILY,5,310970008225226112
Chicago,USA,-87.61742688856356,41.9194879826774,20,1,3,0,0,11.68,2.04,DAILY,5,273693273925879392
Sevilla,Spain,-6.023905368527097,37.40274779680976,76,3,5,1,0,0.94,17.66,DAILY,1,91318000258316176
Chicago,USA,-87.59234565695618,41.86286733275864,110,4,10,1,0,12.49,8.28,DAILY,2,216420598289475872
Nice,France,7.251911648892736,43.68496904207275,56,2,6,1,0,6.61,3.25,DAILY,3,188062135650946464
Los Angeles,USA,-118.23672586089397,34.04325687435913,158,4,8,0,0,1.23,4.64,DAILY,5,480396252518356224
Nice,France,7.216231413961607,43.69018266072008,97,2,6,0,0,10.09,12.27,DAILY,1,104730316354316272
Dubai,UAE,55.31534145850876,25.193106703598993,74,2,5,1,0,10.4,9.91,DAILY,1,147454020091872640
Sevilla,Spain,-6.014819077388622,37.41008464657373,58,2,6,0,0,4.12,14.39,DAILY,2,91846226251197440
Chicago,USA,-87.66133131245131,41.8771572929925,125,3,6,0,1,10.92,19.57,DAILY,1,229252871196767328
Paris,France,2.3244412296457724,48.81907295821392,73,3,7,0,0,10.14,6.98,DAILY,2,155596959922519968
Casablanca,Morocco,-7.595338831756081,33.61467995848853,62,1,4,0,1,7.52,17.67,DAILY,1,36186817052994720
Los Angeles,USA,-118.24586511696394,34.03703019907254,38,1,4,0,0,13.62,7.8,DAILY,2,150472844891545504
Lyon,France,4.867529904264384,45.73930855399777,190,6,12,0,1,11.33,9.34,DAILY,4,353302288962592448
Barcelona,Spain,2.174059743563455,41.39773040788734,43,1,1,1,0,10.12,19.13,DAILY,2,74764606383288656
Rabat,Morocco,-6.806568911035698,34.034413502395736,48,2,5,0,0,0.22,10.62,DAILY,2,33441157319715616
Nice,France,7.265502655580096,43.68967438609914,84,3,6,0,0,4.96,19.73,DAILY,1,105626593850408720
Casablanca,Morocco,-7.593190194381165,33.577771974464056,78,3,7,0,0,8.09,15.82,DAILY,3,46122197806832056
Rabat,Morocco,-6.809344017912887,34.05134829784774,171,5,12,1,1,8.75,10.62,DAILY,2,67894171030003112
Chicago,USA,-87.6596250162042,41.86174702607718,149,5,10,0,1,4.38,4.64,DAILY,2,351267021156719232
Madrid,Spain,-3.7515625711059677,40.43193159967066,67,2,3,1,1,9.82,5.62,DAILY,3,179062693448332000
Madrid,Spain,-3.7222312028891458,40.372628125913785,135,4,10,0,0,5.59,14.38,DAILY,3,186021727727968640
Lyon,France,4.811316951976847,45.71764879996706,179,6,12,1,0,13.28,5.56,DAILY,3,224745026264328640
Dubai,UAE,55.25861603402188,25.192600317934463,148,4,9,0,1,7.74,0.45,DAILY,5,475733179158129728
Marseille,France,5.3371075384146245,43.32503623502487,151,5,10,1,0,6.2,4.73,DAILY,1,178568827927554880
Valencia,Spain,-0.3439021608996349,39.45857638612445,41,2,6,1,0,6.46,3.44,DAILY,3,132659435394224944
New York,USA,-74.03022079358492,40.66823468237757,152,4,7,0,0,4.45,17.26,DAILY,3,331117029587872000
Madrid,Spain,-3.6587303007924916,40.43634508185856,185,6,11,0,1,11.5,10.13,DAILY,1,187711462769466432
Miami,USA,-80.22048352861934,25.783780845957544,50,1,1,1,0,4.39,14.77,DAILY,1,87010626189028832
Barcelona,Spain,2.1854328427467427,41.388248277322354,27,1,1,1,0,12.77,9.88,DAILY,4,139981948184631136
Miami,USA,-80.23120718590017,25.71543204028887,129,4,9,0,0,0.31,14.81,DAILY,5,399334706007436992
Valencia,Spain,-0.33478879610664014,39.51386161705288,152,5,12,0,1,13.21,0.49,DAILY,5,321043123914234624
Casablanca,Morocco,-7.612888156045754,33.60856227930856,25,1,1,1,0,9.24,5.78,DAILY,3,36222135624726720
Abu Dhabi,UAE,54.348172758449685,24.44638431473938,32,1,1,0,0,10.85,11.16,DAILY,3,142052915462491632
Rabat,Morocco,-6.857971583781248,34.03464636190428,200,5,12,1,0,8.08,10.52,DAILY,2,60881713658427928
Valencia,Spain,-0.4062577563542293,39.455844590601274,124,4,8,1,0,12.42,12.47,DAILY,4,196810489658754688
Madrid,Spain,-3.6709804767218936,40.37123513385276,173,4,8,1,0,13.69,11.56,DAILY,2,150525568705672352
Abu Dhabi,UAE,54.398494396241055,24.453179090508215,190,5,11,1,0,12.71,18.17,DAILY,1,256491725009036512
Dubai,UAE,55.256821890194516,25.23597017947878,172,5,11,1,0,12.7,9.16,DAILY,1,254543708207160544
Casablanca,Morocco,-7.5725989395977535,33.588451856956645,197,6,11,1,1,7.64,13.16,DAILY,3,83828304763475232
Tangier,Morocco,-5.870431304066758,35.7245728681333,110,4,10,1,0,8.83,12.61,DAILY,1,42716774720988448
Madrid,Spain,-3.6601749968866613,40.452365106493154,131,3,5,0,0,2.49,10.73,DAILY,3,157295850244050848
Rabat,Morocco,-6.880121563749231,33.97476485815816,127,4,8,0,0,2.62,4.08,DAILY,1,40716960335050192
Barcelona,Spain,2.2214540196293506,41.42160173612374,50,1,1,1,0,1.81,0.38,DAILY,1,65252518730314344
Miami,USA,-80.1526011046749,25.775830605892263,36,1,2,1,0,7.06,12.68,DAILY,3,189738846357060352
Valencia,Spain,-0.37889618134957304,39.510522301860156,199,5,10,1,0,3.87,15.49,DAILY,1,145047558247595904
Sevilla,Spain,-5.975608738166502,37.41196253603671,40,2,5,1,0,13.19,2.12,DAILY,5,178593919575699776
Abu Dhabi,UAE,54.39923176306549,24.43251169805243,51,2,4,1,1,13.49,10.22,DAILY,1,163164696661134624
Sevilla,Spain,-6.000338621278168,37.36549856631949,93,2,3,0,0,2.29,12.68,DAILY,2,103860783924785296
Dubai,UAE,55.249158609432,25.201446367172146,65,2,6,0,0,13.37,17.66,DAILY,1,143479072942544304
Abu Dhabi,UAE,54.35785376801554,24.477828433583074,168,5,9,0,0,5.13,18.94,DAILY,1,185109497149693504
Casablanca,Morocco,-7.589336287865385,33.53709791722399,195,6,14,1,1,12.23,14.34,DAILY,3,82227751505860832
Abu Dhabi,UAE,54.37022720755595,24.443460250952544,64,1,4,1,1,14.33,2.06,DAILY,3,259299026884379776
Miami,USA,-80.19314554986533,25.75934242069428,80,2,3,0,1,0.71,13.23,DAILY,5,382313675042092672
Abu Dhabi,UAE,54.361348723453126,24.411788975174094,93,2,3,0,1,13.42,9.9,DAILY,1,159402189358338528
Chicago,USA,-87.62587082654188,41.83871492266042,82,2,3,0,1,11.5,16.4,DAILY,2,201120122224800928
Nice,France,7.309261079700617,43.66559871893078,92,2,3,0,0,14.06,10.2,DAILY,2,135625019700233664
